N�;Localite;Longitude;Latitude;Prof_Tle;Debit
1245;BOUMBOUMIOGOU;"00°11'5""E";"10°30'3""";58,36;3,242
1246;TIGOU;"00°15'1""E";"10°36'1""";122,88;0,154
1247;NOKDONG;"00°02'2""E";"10°39'4""";110,6;0
1248;MATOUGOU;"00°02'3""E";"10°37'3""";40,34;1,09
1249;BOMBOUAKA;"00°14'3""E";"10°40'0""";49,3;2,02
1250;TAMBANGOU;"00°11'2""E";"10°43'4""";104,22;18
1251;KONKOGOU;"00°16'1""E";"10°37'4""";55,48;8,1
1252;BOULOGOU CENTRE;"00°17'2""E";"10°37'2""";122,52;
1253;SANDONGOU;"00°14'3""E";"10°40'4""";98,02;
1254;DOUNGOU;"00°12'1""E";"10°37'4""";61,5;0,65
1255;MOUMOANE-CENTRE;"00°13'5""E";"10°39'1""";61,28;4,05
1256;YOAK;"00°12'3""E";"10°36'0""";61,48;5,4
1257;SIDJITRE;"00°10'1""E";"10°39'1""";128,59;
1258;TINGOLE;"00°11'0""E";"10°39'4""";122,44;
1259;DOUKPERGOU;"00°05'4""E";"10°40'2""";171,22;
1260;MALAGOU;"00°04'1""E";"10°39'4""";42,98;4,32
1261;TADONGOU;"00°09'3""E";"10°40'3""";153,02;
1262;YOAK;"00°12'3""E";"10°33'5""";43,06;1,705
1263;BROUK;"00°07'2""E";"10°35'1""";61,55;16,2
1264;TAMON-DJAPAK;"00°07'2""E";"10°36'0""";85,88;0,864
1265;NASSIAGOU;"00°06'5""E";"10°42'1""";74,05;16,2
1266;NASSIAGOU;"00°07'3""E";"10°41'5""";100,05;21,6
1267;KONA;"00°04'3""E";"10°42'1""";61,57;10,8
1268;NANO HAUT;"00°06'2""E";"10°41'4""";91,97;12,96
1269;PLIGOU CENTRE;"00°16'2""E";"10°39'1""";62,3;
1270;PLIGOU  II;"00°15'1""E";"10°42'0""";73,69;0,15
1271;KPINKPARPAK;"00°02'1""E";"10°44'5""";55,16;1,714
1272;NAKPABAK;"00°04'4""E";"10°45'3""";116,4;0,405
1273;BAKPANG-SOUKA;"00°06'0""E";"10°48'0""";100,15;
1274;YEMBOUR;"00°08'3""E";"10°32'3""";67,48;3,6
1275;BALALONGUE;"00°08'1""E";"10°33'1""";55,38;3,8
1276;NAYERGOU BAS;"00°09'2""E";"10°30'4""";55,4;6,4
1277;BOUMPOLE;"00°07'5""E";"10°32'2""";43,23;2,136
1278;TAMBINGUE;"00°10'5""E";"10°33'4""";122,28;0,1
1279;NANSONG;"00°10'1""E";"10°35'1""";;
1280;MORBAGUE+KPONG;"00°05'4""E";"10°44'0""";67,6;2,4
1281;NADAGOU;"00°07'5""E";"10°46'5""";;
1282;MONNE;"00°07'1""E";"10°43'2""";49,3;1,1
1283;NAKPANKORGOU II;"00°12'5""E";"10°32'5""";;
1284;TIGOU;"00°14'3""E";"10°36'4""";49,28;2,16
1285;TAMBIMONG;"00°14'5""E";"10°39'5""";55,36;10,8
1286;MOUMOANE;"00°14'3""E";"10°39'3""";67,6;
1287;SOUNGOU;"00°13'5""E";"10°40'5""";;
1288;MOUMOANE;"00°14'5""E";"10°39'1""";;
1289;MOUMOANE;"00°14'1""E";"10°40'0""";104;
1290;BOMBOUAKA;"00°11'5""E";"10°42'0""";;
1291;NANO CENTRE;"00°06'1""E";"10°41'5""";;
1292;BOPAK;"00°07'5""E";"10°40'5""";130,53;
1293;NANO CENTRE;"00°06'3""E";"10°42'3""";;
1294;NANO CENTRE;"00°06'2""E";"10°42'1""";;
1295;SANKPONG;"00°09'4""E";"10°43'2""";128,5;12,96
1296;KPENTING;"00°09'4""E";"10°40'0""";122,47;
1297;NABINE;"00°04'0""E";"10°39'0""";;
1298;NABINE;"00°04'0""E";"10°39'1""";134,65;
1299;TAMON-DJAPAK;"00°07'5""E";"10°35'0""";130,44;
1300;NASSIETE;"00°11'1""E";"10°43'1""";;
1301;NANSONG;"00°10'1""E";"10°35'1""";;
1302;KPEKDOUNE;"00°09'5""E";"10°44'3""";;
1303;SOUNSSOURI;"00°09'5""E";"10°45'4""";;
1304;TAMPIALIME CENTRE;"00°05'2""E";"10°46'2""";;
1305;MYR;"00°04'3""E";"10°47'4""";61,57;3,84
1306;NAKPABAK;"00°05'3""E";"10°45'0""";;
1307;NANNAGUE;"00°10'1""E";"10°43'4""";97,88;18
1308;SOUNGOU;"00°13'4""E";"10°41'3""";;
1309;TAMBIMONG;"00°14'5""E";"10°40'0""";50,65;13,2
1310;BOUMBOUMIOGOU;"00°11'2""E";"10°30'2""";;
1311;BOUMBOUMIOGOU;"00°11'2""E";"10°30'4""";;
1312;DJABARGOU;"00°14'5""E";"10°41'1""";56,68;1,108
1313;BOULOGOU CENTRE;"00°14'1""E";"10°41'2""";61,29;1
1314;NANO CENTRE;"00°07'0""E";"10°42'1""";75,92;16
1315;NASSIAGOU;"00°08'0""E";"10°42'3""";63,18;18
1316;NANO CENTRE;"00°08'0""E";"10°42'1""";76,3;19
1317;SAKA;"00°08'3""E";"10°42'4""";61,55;5,65
1318;KPIERIK;"00°08'0""E";"10°40'4""";140,58;6
1319;TAMBIMONG;"00°14'5""E";"10°40'2""";61,33;0,9
1320;LIEK;"00°01'1""E";"10°38'3""";43,28;14
1321;SANKPONG;"00°09'0""E";"10°43'1""";63,5;7,2
1322;SANKPONG;"00°09'0""E";"10°42'2""";89,26;2,32
1323;SISSIAK CENTRE;"00°08'1""E";"10°45'0""";67,39;9
1324;KPINKPARPAK;"00°04'2""E";"10°45'3""";67,38;0,825
1325;MALAGOU;"00°04'4""E";"10°39'5""";49,01;2
1326;TAMONGUE;"00°12'2""E";"10°33'2""";49,08;13,5
1327;LAMPOGONGUE;"00°10'1""E";"10°34'2""";110,03;0,37
1328;BOMBOUAKA;"00°12'3""E";"10°41'3""";;
1329;NATIGOU;"00°13'1""E";"10°37'1""";;
1330;SISSIAK CENTRE;"00°07'5""E";"10°44'5""";;
1331;SISSIAK CENTRE;"00°07'5""E";"10°45'0""";55,39;5,4
1332;WARK;"00°02'5""E";"10°44'2""";;
1333;KPINKPARPAK;"00°01'5""E";"10°46'3""";104,45;1,1
1334;TANNABE;"00°16'5""E";"10°41'2""";;
1335;NAYERGOU BAS;"00°10'1""E";"10°30'2""";;
1336;SANKPONG;"00°02'4""E";"10°36'1""";;
1337;NANO CENTRE;"00°07'3""E";"10°41'0""";73,5;0,9
1338;PLIGOU CENTRE;"00°17'1""E";"10°39'0""";44,5;1,5
1339;LOKPANO CENTRE;"00°06'4""E";"10°36'5""";;
1340;NANDOGA CENTRE;"00°15'3""E";"10°36'3""";;
1341;PLIGOU  II;"00°15'5""E";"10°41'2""";134,58;1,472
1342;NANDOGA CENTRE;"00°15'3""E";"10°36'2""";43,19;2,7
1343;MIR-KOUNKOUARE;"00°04'1""E";"10°46'2""";62,01;1,08
1344;BAKPANG-SOUKA;"00°06'2""E";"10°46'2""";61,52;1,565
1345;NAGOU;"00°08'0""E";"10°39'2""";;
1346;GBANKONE;"00°02'4""E";"10°36'1""";45,05;12
1347;DJARINGUE;"00°01'4""E";"10°37'1""";61,64;6,6
1348;NADONGOU;"00°03'0""E";"10°35'2""";85,86;7
1349;TOMONI;"00°03'1""E";"10°36'1""";50,08;8
1350;NOKDONG;"00°02'2""E";"10°39'4""";75;2,4
1351;MAMPROUG;"00°02'1""E";"10°40'3""";45;2
1352;TAMBIMONG+SANDJAK;"00°02'5""E";"10°37'5""";93;0,525
1353;KOULOGUE;"00°13'1""E";"10°41'0""";;
1354;NANO CENTRE;"00°06'2""E";"10°42'0""";;
1355;SOUNGOU;"00°14'0""E";"10°40'4""";;
1356;KANKANGBANE;"00°13'2""E";"10°43'5""";;
1357;MOUMOANE;"00°13'5""E";"10°39'5""";;
1358;DJAPAK;"00°06'5""E";"10°40'0""";;
1359;TANNABE;"00°17'1""E";"10°37'3""";116,28;1,004
1360;KOUNDOUNGOU I;"00°08'5""E";"10°31'5""";79,85;0,895
1361;KPINKPARPAK;"00°02'2""E";"10°45'3""";61,2;4,7
1362;MONNE;"00°07'2""E";"10°43'3""";55,26;1,2
1363;MYR;"00°04'2""E";"10°47'5""";79,62;0,9
1364;DORE;"00°05'5""E";"10°46'1""";55,36;4,3
1365;MOAK;"00°04'1""E";"10°43'1""";41;10,3
1366;NADA DORE;"00°08'2""E";"10°45'2""";49,16;1,2
1367;GNOATE;"00°03'1""E";"10°43'2""";49,25;10,3
1368;TOMONE;"00°04'2""E";"10°44'2""";55;4,3
1369;BAGOU CENTRE;"00°02'2""E";"10°40'4""";128,47;0,6
1370;TOMANGUE;"00°02'0""E";"10°43'1""";49;9
1371;MALAGOU;"00°04'3""E";"10°30'3""";134,5;0,6
1372;DJONE;"00°15'5""E";"10°40'3""";134,57;
1373;SALONGUE;"00°03'3""E";"10°38'5""";122,41;0,6
1374;DJAPAK;"00°06'4""E";"10°40'2""";49,17;0,8
1375;SOUNSSOURI;"00°09'2""E";"10°44'3""";42,91;2,16
1376;MAMPROUG;"00°02'1""E";"10°40'3""";58,6;2,5
1377;KUMBOG;"00°00'1""W";"10°39'4""";55,27;6,3
1378;TANGBAMONG;"00°01'2""E";"10°38'1""";67,3;0,8
1379;BORE;"00°07'5""E";"10°39'2""";73,43;0,8
1380;LOAMBENE;"00°09'1""E";"10°36'3""";79,46;1,1
1381;BOUGOU;"00°17'5""E";"10°37'2""";67,51;0,8
1382;TAMBINGUE;"00°10'3""E";"10°34'1""";49,47;0,9
1383;NAGOU;"00°08'4""E";"10°39'4""";29,65;0,423
1384;TAMONGUE;"00°10'1""E";"10°35'4""";40;5
1385;BEMBENGOU;"00°17'0""E";"10°38'0""";73,46;1,2
1386;KOUKOMONI;"00°07'5""E";"10°34'3""";79,36;0,9
1387;YEMBORBAGOU;"00°06'3""E";"10°36'0""";97,96;0,8
1388;TAMBIMONG;"00°14'4""E";"10°40'1""";85,69;0,8
1389;SANGOU;"00°04'0""E";"10°35'4""";76;0,8
1390;LIEK;"00°02'0""E";"10°38'5""";120,19;0,9
1391;PAOG;"00°04'5""E";"10°34'0""";49,07;1
1392;NANDJOARE;"00°09'5""E";"10°42'0""";103,05;0,6
1393;YERING;"00°14'1""E";"10°44'2""";97,94;0,8
1394;NAGNIAR;"00°05'0""E";"10°33'2""";90;1,1
1395;LOKO CENTRE;"00°14'1""E";"10°35'4""";49,21;1
1396;DOKLE;"00°09'1""E";"10°39'1""";85,76;0,8
1397;LOANKPONGOU;"00°10'1""E";"10°38'1""";97,96;0,8
1398;DJABIRE;"00°13'4""E";"10°41'3""";104,26;0,8
1399;DOUKPERGOU;"00°05'2""E";"10°40'2""";91,86;0,8
1400;KONKOGOU;"00°12'4""E";"10°42'1""";85,76;0,8
1401;NALBAGOU;"00°01'4""W";"10°39'2""";85,82;0,8
1402;GBINGBAMONE;"00°00'3""E";"10°39'2""";73,35;0,8
1403;KOTIDAGOU;"00°04'4""E";"10°39'2""";36,65;1,3
1404;DJAPAL BAS;"00°09'5""E";"10°27'3""";61,36;0,8
1405;SISSIAK CENTRE;"00°07'5""E";"10°44'5""";67,26;0,8
1406;DOUKPERGOU;"00°05'2""E";"10°40'2""";43;0,8
1407;KOLK I;"00°18'5""E";"10°37'2""";46;2,5
1408;MANDIARE;"00°16'2""E";"10°39'0""";43;1,4
1409;TAMBIMONG+SANDJAK;"00°02'5""E";"10°37'5""";74;0,6
1410;TAMBIMONG+SANDJAK;"00°02'5""E";"10°37'5""";78;0,7
1411;GARE;"00°02'1""E";"10°40'5""";51,03;0,9
1412;BIATLARE;"00°09'3""E";"10°40'5""";123,3;7,8
1413;NASSIETE;"00°11'1""E";"10°43'0""";126,29;9,36
1414;GOUNDOGA;"00°09'2""E";"10°41'1""";132,24;0,48
1415;NADOUANOU;"00°18'0""E";"10°38'5""";42,74;6
1416;NADAPAK;"00°08'1""E";"10°45'3""";39,95;0,945
1417;GBANDJIEK;"00°16'4""E";"10°38'0""";45;2
1418;NANOU-KONKOK;"00°15'2""E";"10°30'2""";152,99;0,62
1419;TAMONGUE;"00°10'1""E";"10°35'4""";73,47;0,7
1420;BONKOUNGOU;"00°09'4""E";"10°31'5""";61,27;12,96
1421;TAMPIALIME CENTRE;"00°00'1""W";"10°45'0""";61,27;1,27
1422;TOMANGUE;"00°02'1""E";"10°43'1""";54,86;9
1423;NADA DORE;"00°08'4""E";"10°45'4""";85,2;0,58
1424;TOMONE;"00°04'2""E";"10°44'3""";49,74;3,6
1425;SATIKOUNOU;"00°10'5""E";"10°35'4""";99,92;
1426;WARK;"00°01'3""E";"10°44'3""";49,93;1,2
1427;DJABDAWOUR;"00°00'3""E";"10°45'1""";54,9;3
1428;DJALOGUE;"00°13'2""E";"10°43'0""";178,51;9,45
1429;KONKOGOU;"00°12'4""E";"10°42'1""";184,55;9
1430;PLIGOU  II;"00°15'0""E";"10°41'2""";46,48;2,5
1431;DIMANGOU;"00°10'0""E";"10°37'1""";55,5;0,942
1432;PLIGOU I;"00°17'1""E";"10°39'0""";;1,623
1433;DIMANGOU;"00°10'0""E";"10°37'1""";97,99;1,237
1434;DORE;"00°05'5""E";"10°46'1""";43,02;3
1435;YOAK;"00°12'3""E";"10°34'2""";81,02;0,9
1436;TAMONGUE;"00°10'1""E";"10°35'4""";105,17;
1437;MANDJOAK;"00°02'5""E";"10°51'5""";55,1;0,85
1438;NAKI OUEST;"00°05'2""E";"10°54'2""";56,5;1,44
1439;TOAGA-CENTRE;"00°14'4""E";"10°53'0""";28;2,7
1440;BOANKONG;"00°14'2""E";"10°52'5""";43;0,73
1441;BIDJENGA-CENTRE;"00°16'2""E";"10°42'4""";91;0,7
1442;WANGBANE;"00°06'0""E";"10°50'2""";49;0,97
1443;NIOUKPOURMA;"00°08'0""E";"10°49'5""";79;0,8
1444;MANDIME I;"00°07'5""E";"10°47'4""";43,1;1,5
1445;PANA BAGOU;"00°15'0""E";"10°47'0""";82;4
1446;KOUNTONG - BONG;"00°13'3""E";"10°52'5""";34;9
1447;KONI;"00°12'4""E";"10°53'2""";;
1448;TANTIGOU;"00°11'2""E";"10°51'4""";;
1449;BANTAMBOARE;"00°14'3""E";"10°49'5""";59;3
1450;NIOUKPOURMA;"00°08'0""E";"10°49'5""";71,7;1
1451;PANA CENTRE;"00°16'0""E";"10°45'1""";38;1,5
1452;NAYENGUE II;"00°06'3""E";"10°55'0""";41,2;4,5
1453;KALSOME;"00°10'1""E";"10°51'0""";35;8,5
1454;NAMPANTE;"00°07'0""E";"10°51'3""";59,7;1,5
1455;TONTE;"00°06'0""E";"10°49'0""";41,2;2,5
1456;YANYANE II;"00°09'2""E";"10°50'1""";27,7;12
1457;SIDIKI II;"00°15'4""E";"10°50'5""";77;0,6
1458;SIDIKI II;"00°15'5""E";"10°51'0""";59;0,9
1459;KONI;"00°13'0""E";"10°54'0""";41,2;4
1460;KALMANE;"00°10'5""E";"10°51'3""";33;3,5
1461;TANTIGOU;"00°11'2""E";"10°51'5""";32;12
1462;NAPIEMBOUG;"00°11'4""E";"10°48'3""";50,6;
1463;TANGBARE;"00°16'4""E";"10°48'3""";81,04;3,5
1464;BABONA I;"00°18'4""E";"10°49'2""";30,13;7
1465;BABONA  II;"00°17'2""E";"10°48'5""";31,15;3,3
1466;KANTINDI;"00°16'5""E";"10°53'5""";65,9;2,8
1467;GONDJOAGA;"00°21'0""E";"10°54'4""";51;1,6
1468;GONDJOAGA;"00°20'4""E";"10°54'2""";53;1
1469;AFOUNGA;"00°20'5""E";"10°51'4""";81,04;3,5
1470;LIGBATRE;"00°21'2""E";"10°52'5""";33;6
1471;LOTOGOU CENTRE;"00°01'0""E";"10°47'4""";45;3
1472;GOUSSIESSE;"00°00'5""E";"10°49'3""";35;2,7
1473;NANMONGOU-PEULH;"00°01'0""E";"10°50'3""";27;4
1474;KARIATA;"00°03'1""E";"10°52'5""";29,7;45
1475;KOUNKOMONI;"00°04'1""E";"10°54'3""";45;2,5
1476;NAMONGUE;"00°06'5""E";"10°54'0""";29,8;10
1477;BADORE I;"00°12'1""E";"10°49'5""";59;3,7
1478;KAMBELI;"00°09'5""E";"10°56'4""";42,8;0,8
1479;TANTOATRE II;"00°09'3""E";"10°56'1""";33;2,4
1480;DJAPIENI;"00°08'5""E";"10°58'3""";56;1,7
1481;TOUTOUGOU;"00°08'3""E";"10°53'2""";35,7;6,4
1482;TOUMANGUE;"00°08'0""E";"10°51'5""";59;2,25
1483;DJAMMIERE;"00°07'2""E";"10°51'0""";70;8
1484;GOANI;"00°08'3""E";"10°49'0""";47,23;0,8
1485;GNONGOU;"00°08'2""E";"10°51'0""";29,9;12
1486;MANDJOAK;"00°02'5""E";"10°52'1""";50,65;1,15
1487;KOLMATI;"00°04'2""E";"10°48'0""";27;3
1488;NAGRE;"00°06'3""E";"10°49'4""";71;1,7
1489;DJAKPAGA I;"00°13'4""E";"11°03'2""";50;1
1490;TAMBISGOU;"00°00'1""E";"10°47'3""";66,43;2,1
1491;DAMPIONG;"00°13'2""E";"10°55'5""";38;1,2
1492;POISSONGUI CENTRE;"00°13'4""E";"11°02'1""";57;1,5
1493;POISSONGUI CENTRE;"00°13'2""E";"11°02'2""";29;6
1494;TCHIEGLE I;"00°16'2""E";"11°02'4""";32,95;3,5
1495;GOUNTOLE;"00°16'5""E";"10°45'5""";40,4;2
1496;NANOUME;"00°10'3""E";"10°57'5""";;
1497;SABELIANI;"00°02'2""E";"10°54'1""";32,7;2,25
1498;SABELIANI;"00°02'0""E";"10°54'2""";32,55;12
1499;BATEMONE;"00°16'3""E";"10°47'5""";47;9
1500;PANA BAGOU;"00°15'3""E";"10°46'5""";87;5
1501;DAPANKPERGOU;"00°13'0""E";"10°50'0""";47;2
1502;BANTAMBOARE;"00°14'3""E";"10°49'0""";81,5;1
1503;KONSOGOU;"00°09'3""E";"10°54'3""";;
1504;KOURIENTRE CENTRE;"00°14'1""E";"11°00'5""";;
1505;KONSOGOU;"00°09'3""E";"10°54'3""";57;0,8
1506;SEOSAMBIANI;"00°07'2""E";"10°53'5""";41,4;5,1
1507;MORDJOAGUE;"00°07'3""E";"10°55'1""";38;3
1508;BONABE;"00°06'5""E";"10°54'2""";39,49;3
1509;TANLONA;"00°04'4""E";"10°53'0""";80,9;2
1510;TANLONA;"00°04'1""E";"10°52'5""";32,8;1,89
1511;TCHANDANA;"00°06'4""E";"10°55'2""";77,8;10
1512;GABONGBONG;"00°03'5""E";"10°53'1""";39;6
1513;NABOULPIONGUE;"00°08'1""E";"10°56'3""";44;5
1514;NABADJOANI;"00°07'4""E";"10°57'5""";36,7;3,8
1515;NAMONDOUGBA;"00°07'4""E";"10°57'3""";32;6
1516;PALATE;"00°00'2""E";"10°54'5""";31,5;3
1517;BASSONDOUGOU;"00°01'5""E";"10°56'4""";32;6
1518;SINTOTI;"00°00'5""E";"10°57'1""";35;9
1519;KPATCHIANGBANE;"00°00'0""E";"10°57'1""";29;3
1520;KONGOBOUNI;"00°03'4""E";"10°58'4""";32;2,8
1521;KONGO MOBA;"00°02'4""E";"10°59'1""";29;1,8
1522;GBATANAGUE;"00°05'3""E";"10°51'1""";47;6
1523;NAKPATANGUE;"00°05'0""E";"10°52'2""";29;3
1524;KONKONGUE;"00°05'1""E";"10°49'5""";41;3
1525;BOAMPAK;"00°02'1""E";"10°52'0""";26;12
1526;NATCHARE;"00°01'3""E";"10°51'5""";29;6
1527;NANMONGOU-PEULH;"00°00'1""E";"10°50'4""";44;3
1528;GOUSSIESSE  III;"00°00'4""E";"10°49'2""";38;4
1529;WARKAMBOU CENTRE;"00°00'3""W";"10°48'2""";33,23;4,5
1530;DASSOUTE KOUNKOGUE  II;"00°01'5""E";"10°45'5""";32;0,8
1531;WAGANTE;"00°06'0""E";"10°52'5""";28,2;3
1532;SAMBONA;"00°06'0""E";"10°51'2""";35;1,5
1533;NASSABLE;"00°11'5""E";"10°53'1""";50;6
1534;NAMBONGA BAS;"00°16'0""E";"10°53'1""";38,6;1,4
1535;DAKPANTE  I;"00°15'4""E";"10°55'1""";50;0,8
1536;NANERGOU CENTRE;"00°08'4""E";"10°54'0""";45;10
1537;NANERGOU CENTRE;"00°09'0""E";"10°54'1""";34,96;2,8
1538;KPATCHIATE I;"00°19'1""E";"11°02'3""";65;1
1539;NAGNONG;"00°11'3""E";"10°49'0""";;
1540;MOLBAGOU;"00°19'0""E";"10°44'2""";35;12
1541;SIBORTOTI;"00°11'3""E";"10°54'2""";30,7;1,2
1542;MAKOU;"00°03'3""E";"10°48'3""";35,5;9
1543;SANKARGBANG;"00°05'2""E";"10°54'4""";47,5;3
1544;DIYOGUE;"00°17'5""E";"10°46'0""";53;0,9
1545;NALOAGUE I;"00°15'5""E";"10°46'0""";123;4
1546;BOUNDJOARE;"00°17'0""E";"10°46'5""";120;3
1547;BIDJENGA-CENTRE;"00°16'3""E";"10°42'4""";31,7;5
1548;KPEGUI;"00°12'0""E";"10°52'3""";65;0,9
1549;YANYANE;"00°09'0""E";"10°50'2""";56;4
1550;DASSOUTE KOUNKOGUE;"00°02'0""E";"10°45'4""";36;1,5
1551;SIBORTOTI;"00°12'0""E";"10°54'0""";63;3
1552;NABOALE;"00°17'1""E";"10°40'3""";65;0
1553;SINTOTI;"00°00'3""E";"10°56'1""";68;0,8
1554;SIBORTOTI;"00°10'4""E";"10°53'5""";;
1555;SIBORTOTI;"00°10'2""E";"10°53'5""";;
1556;MATIGA;"00°15'3""E";"10°58'3""";65;2,24
1557;PANA BAGOU;"00°14'5""E";"10°46'5""";84;3,41
1558;PANA BAGOU;"00°15'0""E";"10°46'5""";96;3,22
1559;KONI;"00°12'5""E";"10°53'3""";55;8,08
1560;KAMDONE;"00°01'1""E";"10°48'0""";60;8,48
1561;DJAKPAGA I;"00°13'2""E";"11°03'4""";40;8,31
1562;NANOUME;"00°10'2""E";"10°58'1""";55;8,48
1563;DJANGOU;"00°14'2""E";"10°48'5""";73;0,93
1564;KPEGUIBONGUE;"00°14'0""E";"10°59'1""";62,85;0,9
1565;KOURIENTRE CENTRE;"00°13'5""E";"11°01'0""";47,48;0,9
1566;BONGDOURE;"00°00'0""E";"10°47'5""";60;1,49
1567;PANA CENTRE;"00°16'4""E";"10°44'3""";63,72;3,2
1568;NAKOLGOU;"00°10'5""E";"10°54'3""";58,8;8,57
1569;KPADJENTA;"00°12'4""E";"10°57'4""";41;8,4
1570;NAMONGOU;"00°14'1""E";"10°54'5""";55;8,41
1571;DJABARGOU;"00°10'3""E";"10°50'3""";64,13;8,47
1572;TANHALI;"00°06'3""E";"10°57'0""";63;4,1
1573;TCHANKOUNKONKONG;"00°07'3""E";"10°59'0""";73;5,6
1574;NANDJAK;"00°05'4""E";"10°58'5""";46;6
1575;NANDJAK;"00°05'5""E";"10°59'1""";76;0,42
1576;NAMARE;"00°05'0""E";"10°59'0""";78;1,12
1577;TANLOGUE;"00°00'2""W";"10°54'2""";73;7,37
1578;TOUGUIBEME;"00°00'1""E";"10°53'1""";70;1,23
1579;NANIK-CENTRE;"00°02'3""E";"10°47'2""";76;7,99
1580;NATALE;"00°16'2""E";"10°46'4""";107;5,5
1581;BOUMONE;"00°20'0""E";"10°45'0""";71;8,2
1582;TAMBIGOU;"00°20'4""E";"10°46'5""";61,29;4
1583;DALAGOU;"00°13'3""E";"10°59'1""";58;4,57
1584;KPONG  I;"00°12'5""E";"10°58'5""";55;2,46
1585;TIDONTE II;"00°17'5""E";"10°58'5""";42;5,55
1586;GNOBTCHATE;"00°20'1""E";"10°59'1""";52;17,62
1587;SANFATOUTE II;"00°18'0""E";"10°56'5""";49;2,08
1588;LOUANGA CENTRE;"00°19'1""E";"10°54'0""";62;8,38
1589;KORBONGOU CENTRE;"00°18'3""E";"10°54'5""";63;1,94
1590;KORBONGOU CENTRE;"00°18'1""E";"10°54'5""";53,4;1,19
1591;SANLEGDJIMOI;"00°14'5""E";"10°56'4""";62;2,92
1592;MARGBA;"00°15'2""E";"10°59'5""";68;1
1593;NATIGOU I;"00°16'0""E";"11°00'1""";51;7,82
1594;OUBIAGOU;"00°22'0""E";"10°57'3""";44;8,54
1595;OUBIAGOU;"00°22'0""E";"10°57'2""";63;7,2
1596;BAGNAME-KANTINDI;"00°18'0""E";"10°56'0""";70;1,29
1597;OBITENLEGOU I;"00°16'3""E";"10°56'1""";52;2,34
1598;TANTOGA I;"00°20'2""E";"10°57'5""";46,5;8,58
1599;BOALE;"00°21'3""E";"11°01'3""";67;2,01
1600;SANFATOUTE CENTRE;"00°18'0""E";"11°00'3""";55,07;2,9
1601;SANFATOUTE CENTRE;"00°18'0""E";"11°00'2""";55;5,28
1602;KPADOUAENE;"00°18'1""E";"10°40'5""";55;1,63
1603;DJOHOUNGOU;"00°02'3""E";"10°56'3""";53;8,19
1604;BOUYEME;"00°05'1""E";"10°57'0""";50;8,32
1605;FLINGBONG;"00°05'1""E";"10°57'4""";61;1,05
1606;DJAPIENI;"00°08'3""E";"10°58'5""";63,85;3,2
1607;KPONG  III;"00°12'0""E";"10°58'4""";75;0,51
1608;FAL-NHAGUE;"00°01'5""E";"10°55'5""";49;4,48
1609;KPATOTE;"00°14'5""E";"11°02'0""";65;4,11
1610;NADJOU;"00°22'3""E";"11°00'1""";66;1,05
1611;LIPIAKOUL;"00°21'4""E";"10°58'2""";49,2;8,72
1612;TCHABIGOU;"00°19'0""E";"10°57'0""";59;2,1
1613;DATOUNDJENA;"00°01'0""E";"10°53'1""";51;7,25
1614;TANTOGA II;"00°19'0""E";"10°58'1""";70;0
1615;BOUGOU II;"00°15'1""E";"10°59'1""";53;8,09
1616;KPEDJINI  I;"00°14'5""E";"10°57'4""";59;7,06
1617;TIDJOATE I;"00°16'5""E";"10°57'5""";41;8,35
1618;BOLA;"00°12'3""E";"11°02'2""";50,7;4,5
1619;DJAMMIERE;"00°07'1""E";"10°51'0""";84,12;3,5
1620;NASSABLE;"00°11'5""E";"10°53'1""";54,15;1,9
1621;NASSABLE;"00°10'5""E";"10°53'2""";73,8;1,2
1622;TANTIGOU;"00°11'4""E";"10°51'4""";45;5,15
1623;DAPANKPERGOU;"00°13'0""E";"10°50'5""";;
1624;TANTIGOU BARRAGE;"00°10'3""E";"10°53'0""";;
1625;NADEGRE;"00°11'3""E";"10°49'3""";72,85;0,1
1626;BIANKOURI;"00°02'1""E";"10°58'1""";40;10
1627;NAKORGOU-TANTIALI;"00°04'1""E";"10°56'1""";55,24;4,9
1628;NAKORGOU-TANTIALI;"00°03'5""E";"10°56'1""";51,08;2,8
1629;NAMARE;"00°05'1""E";"10°59'2""";40;10
1630;NAMARE;"00°05'2""E";"10°59'1""";49,26;0,9
1631;NABONGA;"00°02'0""W";"10°47'0""";43,05;3
1632;KORBONGOU CENTRE;"00°18'2""E";"10°54'3""";41,67;
1633;DALWAK;"00°10'5""E";"10°48'4""";;
1634;DAMPIONG;"00°13'3""E";"10°56'1""";54,91;1
1635;DAMPIONG;"00°13'1""E";"10°56'2""";34,07;4,5
1636;GBATANAGUE;"00°05'3""E";"10°51'3""";42,16;7
1637;NAGNONG;"00°11'1""E";"10°49'1""";;
1638;NAGNONG;"00°11'1""E";"10°49'4""";60;0,5
1639;NAKPAGLI;"00°10'2""E";"10°47'2""";62,02;1
1640;KPADOUAENE;"00°17'5""E";"10°41'0""";;
1641;PANA BAGOU;"00°15'2""E";"10°46'5""";61,63;2,7
1642;NABOALE;"00°17'5""E";"10°40'3""";;1,1
1643;KORBONGOU CENTRE;"00°18'3""E";"10°54'3""";37,57;2,6
1644;KANTINDI;"00°16'3""E";"10°53'3""";36,83;7,5
1645;SANFATOUTE CENTRE;"00°18'0""E";"10°59'5""";59,71;1
1646;BAFONGUE  I;"00°01'3""E";"10°48'0""";;
1647;TINDJOTE;"00°06'1""E";"10°54'2""";;
